ID,ID_person,Square,Rooms,Price
128,3620,66,3,18414
129,1759,71,2,27619
130,9458,52,2,19448
131,3885,107,4,27499
132,2462,107,,31458
133,4285,101,5,31815
134,743,53,2,13674
135,5892,95,5,26600
136,1201,59,2,20827
137,656,46,2,11776
138,701,95,6,31445
139,4447,51,2,14076
140,2069,54,2,12582
141,2133,86,4,17458
142,1737,32,,8416
143,5070,116,6,31088
144,2185,36,,11304
145,7464,106,,24380
146,3243,108,6,43092
147,3059,97,4,28324
148,2248,71,2,20377
149,1994,111,5,26862
150,4373,72,4,19656
151,9884,69,3,26013
152,2764,78,4,20124
153,9125,93,3,33759
154,8128,47,2,18565
155,2138,69,3,18975
156,6957,84,4,27300
157,2202,88,5,28952
158,4256,115,6,43815
159,8697,107,5,28248
160,4934,54,3,16524
161,8764,40,,14000
162,6,124,6,28396
163,4519,37,2,11174
164,4333,113,7,40341
165,6943,61,2,24217
166,3515,129,6,39216
167,6976,125,5,44000
168,5618,36,1,10296
169,5023,37,,11359
170,3169,116,,44892
171,7784,66,4,15774
172,5475,93,5,30597
173,9759,51,2,14025
174,2304,125,6,40000
175,2405,87,,24621
176,2733,97,,19691
177,2578,45,2,14535
178,4926,85,,26350
179,368,82,4,29438
180,9669,71,4,18034
181,5001,119,5,41531
182,5565,41,2,8200
183,728,68,,20740
184,2862,47,2,16732
185,7213,72,4,25488
186,8085,126,7,42462
187,6053,97,4,31234
188,7723,124,5,45880
189,355,56,,15736
190,7355,49,3,12593
191,8989,51,2,10863
192,4535,103,5,34402
193,2458,64,3,21056
194,8652,32,,9824
195,2690,87,3,23751
196,4045,100,6,35900
197,620,110,4,41910
198,5105,122,6,26718
199,1528,42,2,15498
200,1402,61,3,13603
201,2614,63,4,24885
202,2261,61,3,23790
203,4005,128,6,32128
204,4847,77,3,26950
205,4901,69,,23322
206,4129,106,4,39114
207,2146,88,5,34232
208,4327,38,1,14288
209,4757,57,3,15048
210,446,120,5,28800
211,5458,62,,23870
212,91,127,6,46355
213,5153,84,5,17388
214,1855,110,5,22880
215,4521,38,2,11742
216,3325,58,2,12876
217,846,87,4,25839
218,7903,112,4,28896
219,713,107,5,21935
220,2795,64,4,22016
221,1454,42,2,13860
222,6523,100,4,36000
223,1727,57,3,14934
224,4770,108,6,23220
225,1248,56,2,14840
226,5026,126,7,35280
227,9937,86,4,23650
228,5477,50,,13600
229,6366,47,2,14852
230,3261,104,4,25792
231,518,47,3,13019
232,6594,108,7,33264
233,5398,123,6,41943
234,2101,55,2,15235
235,4810,66,3,15378
236,90,124,,43276
237,4131,68,3,25840
238,7496,41,2,8364
239,5736,49,2,11221
240,5787,45,2,14310
241,5713,34,2,9350
242,6533,62,2,18600
243,6478,89,4,17800
244,3608,49,2,10143
245,2946,77,3,30261
246,6076,60,2,23520
247,4898,53,3,11289
248,7439,36,1,10368
249,2235,94,3,25474
250,7000,45,1,12690
251,5002,113,7,28024
252,9096,56,2,14728
253,4356,103,6,29870
254,8993,108,4,39312
255,3017,99,5,27423
256,4791,45,2,17955
257,112,83,4,32785
258,3680,65,3,15405
259,8528,38,1,9880
260,975,108,5,31536
261,4891,129,5,38184
262,2497,83,3,24983
263,5755,50,2,16950
264,9614,91,4,18382
265,4446,64,3,22336
266,1658,55,3,20570
267,3595,101,4,27068
268,3139,120,8,40800
269,8219,115,5,38640
270,37,31,1,12152
271,5136,83,,32785
272,1238,61,3,15128
273,5793,77,4,24178
274,8161,100,4,31000
275,8192,77,,29029
276,7134,43,2,14620
277,9429,116,5,34336
278,1337,119,5,25823
279,5467,96,,35328
280,3641,86,,21242
281,1014,94,4,22748
282,6021,98,4,38612
283,3871,76,3,28956
284,842,87,4,18096
285,9648,90,4,32400
286,2775,107,5,39162
287,8215,75,3,28425
288,8157,74,3,15984
289,5909,85,5,25925
290,3116,107,5,22577
291,5061,98,5,19992
292,5520,96,5,33696
293,5341,45,,9675
294,6753,70,4,17920
295,9707,52,2,14092
296,3819,117,7,30186
297,4936,44,2,17248
298,6837,45,2,15705
299,9244,75,5,18750
300,434,58,3,11600
301,6708,31,1,6975
302,7203,113,6,44522
303,7798,55,3,11220
304,3996,63,3,16569
305,3254,40,1,10000
306,7323,37,1,14541
307,6208,44,1,13596
308,8475,104,4,38168
309,8160,89,4,28569
310,4067,67,3,23852
311,8539,107,6,39269
312,1704,117,5,26442
313,9053,83,5,18426
314,1897,80,4,19040
315,4915,102,4,38964
316,7693,103,4,25853
317,7356,31,2,6231
318,7929,70,4,23800
319,6512,44,1,10824
320,2206,117,,41301
321,9413,37,1,11618
322,6879,34,1,7038
323,1786,51,2,19074
324,8766,121,5,25773
325,4556,40,1,15880
326,2964,65,4,13260
327,2558,88,,27016
328,7625,70,3,18620
329,8122,66,,25080
330,2489,113,,41697
331,1498,81,4,26649
332,4941,33,1,7920
333,8972,80,5,31200
334,9509,128,6,40704
335,4399,118,5,36934
336,287,126,8,29736
337,1417,49,2,19453
338,9187,108,7,33588
339,7083,33,1,7623
340,9743,59,2,13393
341,5820,73,3,27594
342,8136,42,2,11172
343,474,61,2,18056
344,5614,88,4,21472
345,4508,47,2,12784
346,9930,79,4,22436
347,4986,34,1,7242
348,8500,85,,24140
349,8941,62,3,16740
350,9194,52,2,15600
351,4786,47,2,16309
352,2664,105,5,21420
353,9271,128,6,37120
354,1086,62,2,15252
355,6726,115,5,26565
356,4122,102,5,31518
357,705,97,6,34144
358,9505,73,3,19345
359,3084,104,5,28288
360,1170,53,2,20988
361,1896,49,3,19110
362,3959,66,3,17556
363,7207,95,4,29545
364,7263,101,5,22422
365,775,106,5,38266
366,6267,77,4,20482
367,4016,122,5,31232
368,5454,38,1,14896
369,5737,63,3,20727
370,5866,108,6,38232
371,1920,126,5,44478
372,6167,48,2,14112
373,145,37,1,8954
374,5757,118,7,44014
375,1991,56,2,19992
376,9172,111,,31524
377,4446,57,2,18753
378,3776,32,2,9216
379,1616,80,3,20160
380,6427,42,,9030
381,2938,84,4,19152
382,8616,105,5,39900
383,8563,99,6,38907
384,5720,105,5,41265
385,9963,74,3,23236
386,1324,72,3,17352
387,1063,71,3,18531
388,5922,77,3,27566
389,2216,43,2,14362
390,7989,94,4,20492
391,5576,92,5,28980
392,3648,83,,28967
393,9933,74,3,25234
394,6270,103,4,34608
395,3284,77,3,17479
396,933,84,3,17892
397,5176,103,4,24205
398,1570,129,8,33153
399,1820,69,2,21873
400,8668,33,1,7689
401,7718,110,4,30800
402,6105,98,,31458
403,3196,75,3,16275
404,3520,91,6,24570
405,6603,100,4,21200
406,7523,109,5,24525
407,9047,53,3,21094
408,795,46,3,12144
409,1184,120,5,24720
410,1939,49,2,11613
411,3305,31,1,12369
412,3251,75,3,26175
413,1418,84,3,24864
414,6421,82,3,24272
415,6830,70,4,21350
416,9371,110,7,30360
417,3758,58,3,13166
418,2832,51,2,15300
419,4413,42,2,12810
420,2010,48,,13920
421,9142,107,4,41730
422,8031,75,4,17175
423,569,103,4,40067
424,3423,55,2,19470
425,2743,102,5,36006
426,4044,95,5,22135
427,1398,82,5,23944
428,935,122,7,39772
429,2235,126,5,33894
430,7016,102,4,21522
431,4792,117,4,25740
432,9859,105,4,39690
433,6012,128,5,36736
434,8732,127,5,27051
435,2553,129,5,29799
436,2676,58,3,12006
437,7061,32,1,9632
438,9218,40,1,13720
439,227,58,2,19024
440,7432,116,5,34452
441,4019,49,3,17003
442,6390,103,4,21218
443,8586,58,2,15486
444,7469,53,3,19663
445,3652,31,1,7099
446,1241,128,8,48640
447,4257,37,2,12210
448,1457,48,2,12480
449,1340,30,1,11820
450,5959,108,6,36720
451,7978,66,2,13266
452,6056,35,1,13020
453,7977,30,,11430
454,5904,114,,25992
455,6297,109,6,36842
456,487,101,5,38784
457,1464,74,3,27528
458,7051,126,5,40572
459,3187,84,5,26964
460,733,47,2,13724
461,5890,64,3,20096
462,7325,95,5,21660
463,2322,31,1,9734
464,2870,69,4,18837
465,9142,111,6,31302
466,7434,67,2,19296
467,6789,62,3,18228
468,1763,68,3,14892
469,6016,66,3,23826
470,9628,48,2,18816
471,6390,96,6,31392
472,815,56,2,15792
473,2425,89,5,26433
474,9107,111,4,27639
475,9616,94,,29140
476,5846,90,5,23580
477,9344,124,6,34348
478,1228,102,6,29784
479,2448,77,3,28644
480,2021,53,2,17596
481,6129,62,3,14694
482,2267,94,3,25004
483,2706,80,3,23200
484,3512,59,3,13275
485,514,123,7,39237
486,8834,75,4,29700
487,8192,74,,21756
488,5112,124,6,46500
489,9179,73,3,15987
490,7389,88,4,27456
491,9099,33,,9174
492,3463,100,6,22900
493,8942,120,6,26640
494,472,59,2,18644
495,6160,35,2,10290
496,9230,116,7,33060
497,5973,65,4,16965
498,4005,86,4,22876
499,9101,123,,32841
500,8320,120,6,39120
501,7207,87,,32886
502,9687,115,,29900
503,1227,118,6,41064
504,4596,117,5,40716
505,2320,117,6,27612
506,3878,128,6,26112
507,799,84,4,31500
508,723,37,2,9065
509,1941,85,4,18615
510,3063,55,2,15785
511,2735,30,1,11910
512,1261,44,2,9416
513,4177,110,5,43010
514,474,101,,23533
515,5305,55,2,15730
516,9198,83,5,20750
517,9420,63,3,23310
518,2867,41,2,15088
519,7046,56,2,20328
520,2095,100,5,23300
521,8801,125,6,39000
522,5165,53,2,13568
523,5465,120,6,28920
524,1082,81,5,29484
525,8542,116,5,33640
526,6063,91,5,26026
527,2585,89,4,20915
528,2955,102,4,37230
529,2852,85,4,21250
530,594,129,8,30057
531,3437,38,1,12388
532,4085,67,3,26666
533,7934,75,4,17250
534,4318,36,1,11124
535,8608,96,4,21312
536,9381,41,,9799
537,6874,103,5,36977
538,9265,33,1,8646
539,9279,105,5,37590
540,2635,127,6,40640
541,3505,122,5,30866
542,2908,82,,25420
543,3904,52,3,13572
544,6142,70,4,21770
545,5732,112,5,41552
546,4942,37,1,8843
547,6090,89,5,18957
548,3880,123,7,47109
549,5750,124,5,44144
550,2416,56,3,20664
551,2458,99,5,37917
552,858,73,,28543
553,8982,33,2,9471
554,4939,71,3,16614
555,2720,125,6,27375
556,2194,48,2,13776
557,6520,121,5,30613
558,108,93,,35712
559,9069,82,4,28372
560,4834,94,4,25474
561,9527,87,4,26535
562,6064,89,3,34176
563,6863,115,5,43010
564,9334,124,7,40176
565,5791,34,2,13498
566,1407,105,6,22365
567,8993,38,1,12388
568,2610,37,1,9435
569,5190,83,3,16683
570,7103,50,2,10050
571,5734,58,2,22968
572,2007,126,7,33516
573,619,106,5,38690
574,7571,75,,28950
575,1816,129,7,35475
576,2466,78,3,21840
577,9643,78,3,30888
578,5735,127,6,27432
579,3847,104,5,25896
580,2173,61,2,18361
581,4106,107,4,38413
582,5819,67,4,22780
583,7636,82,3,30258
584,9381,111,5,31968
585,3234,61,3,20252
586,6841,123,7,32841
587,8908,39,1,9516
588,2649,44,1,16456
589,4104,88,3,29832
590,8053,107,6,27178
591,8247,110,,24090
592,4898,98,4,26068
593,695,33,1,7260
594,5985,83,3,25398
595,4006,77,4,19558
596,8440,110,6,36520
597,6433,79,3,30652
598,5949,123,6,39114
599,6195,110,5,29150
600,6664,106,6,22260
601,6706,30,1,6090
602,1503,83,3,19007
603,7987,61,2,23241
604,65,64,3,15552
605,9238,48,2,12192
606,9309,96,6,28320
607,756,38,2,10868
608,3833,115,5,45770
609,2074,123,,33948
610,4063,34,1,9350
611,3121,98,,25872
612,3671,57,,21603
613,6613,100,4,31400
614,7243,110,5,35310
615,702,63,4,23814
616,2885,95,,37240
617,9558,55,2,17930
618,740,108,5,32508
619,3944,79,3,19829
620,7351,88,4,31680
621,3378,85,,27880
622,4559,119,5,44030
623,6518,70,3,14560
624,943,95,4,20520
625,4943,56,2,21224
626,9870,123,5,26076
627,670,32,1,9504
628,5235,51,2,12342
629,2707,37,1,12802
630,4331,43,2,11180
631,4300,63,3,16380
632,7355,83,4,26726
633,5642,33,1,12276
634,6359,58,3,12180
635,1712,39,1,9009
636,9327,51,2,19788
637,1702,125,7,32375
638,3252,105,7,35385
639,4373,71,3,24708
640,9555,94,4,21244
641,3620,95,5,34485
642,3749,123,5,41943
643,1873,37,2,8954
644,8106,97,6,36666
645,791,58,2,14616
646,9394,107,5,40339
647,5832,90,4,26280
648,7857,50,2,15350
649,5840,42,2,10080
650,3817,95,5,26790
651,7720,102,4,31416
652,3399,126,6,32004
653,3847,57,2,16530
654,9619,95,4,36670
655,262,56,3,19824
656,8642,39,2,14391
657,1920,35,1,13125
658,2292,95,3,19000
659,1341,52,3,10972
660,926,119,7,44387
661,2806,120,5,31680
662,7219,120,5,36120
663,9208,44,2,11748
664,1013,38,2,13946
665,7813,114,5,26448
666,7140,88,4,26312
667,5644,60,3,12000
668,4021,103,5,32445
669,8410,44,,17028
670,6220,111,4,41181
671,8989,55,2,20790
672,8408,55,2,21725
673,9790,91,5,31759
674,1731,92,4,26956
675,7020,46,3,15272
676,2848,87,4,24360
677,6038,47,2,13959
678,7835,118,,29618
679,9664,51,2,14280
680,3987,129,6,38958
681,3045,58,3,19082
682,538,115,5,27140
683,8415,35,1,8645
684,7367,112,5,42896
685,9180,57,2,21318
686,6592,32,1,8864
687,6299,126,5,33516
688,8288,45,2,17910
689,6122,126,5,45612
690,6207,72,3,22968
691,6261,65,,24115
692,5874,38,1,9766
693,3773,93,4,31806
694,5058,61,4,13115
695,3904,67,3,26666
696,3153,31,,11532
697,4145,37,1,10989
698,55,43,2,16254
699,6511,105,5,36750
700,3336,63,3,23940
701,8518,86,5,17716
702,878,53,2,20405
703,4121,81,4,29889
704,1921,119,7,30107
705,2481,114,5,35340
706,6001,68,4,20672
707,623,83,3,16600
708,4927,63,4,14805
709,838,65,3,22555
710,2768,114,6,45372
711,9248,102,4,22848
712,7368,100,4,34100
713,71,42,2,14742
714,5545,63,4,14742
715,3974,99,4,27423
716,6319,34,2,12036
717,1014,96,6,26112
718,9040,47,3,16779
719,7899,42,1,12264
720,5415,45,2,12780
721,9283,90,6,31950
722,3945,107,4,32635
723,8057,61,3,23851
724,360,114,,27702
725,4253,32,1,10912
726,3019,105,4,38850
727,7912,125,6,26375
728,340,113,4,26329
729,7812,61,3,13847
730,1409,125,,41375
731,5858,126,8,27342
732,24,94,5,18894
733,5354,45,2,12645
734,4986,61,3,22875
735,3190,77,,22946
736,432,128,6,48000
737,4066,37,,13061
738,6319,81,5,19278
739,2675,127,5,30099
740,8428,125,5,37250
741,7028,85,,21080
742,65,106,4,39432
743,9402,44,2,17116
744,2104,128,5,31360
745,9144,36,1,10692
746,9712,75,3,26325
747,2356,48,2,14688
748,4065,116,,42804
749,8324,74,3,28860
750,616,58,2,21228
751,3194,99,4,26037
752,3299,56,2,16968
753,2968,74,3,19832
754,5241,38,1,13452
755,5826,92,5,34500
756,3421,127,7,33782
757,6940,112,6,25424
758,5516,78,,18876
759,3462,33,1,12210
760,1820,44,2,14256
761,8176,34,1,9724
762,7619,84,3,18984
763,7366,85,3,27965
764,8432,123,7,48216
765,182,31,2,10819
766,6073,90,5,33390
767,955,53,2,17755
768,7615,66,2,18678
769,7503,49,2,17003
770,8909,105,,28665
771,2320,57,3,19038
772,8507,54,2,14094
773,1464,87,,24795
774,742,30,1,8130
775,2755,126,7,39312
776,8351,123,6,46125
777,3835,63,3,21609
778,4258,44,1,15444
779,6586,56,3,13048
780,1470,50,3,14100
781,9201,71,3,19880
782,9826,82,4,22714
783,5274,118,6,46964
784,8493,103,4,30591
785,2305,31,1,12152
786,1096,78,4,25584
787,8132,82,,25010
788,8594,79,4,26781
789,8407,108,5,23328
790,4863,35,2,13090
791,6247,100,6,25600
792,2564,85,3,27710
793,9814,67,3,21641
794,8954,126,5,40824
795,9592,36,2,8532
796,9564,128,6,39168
797,2038,103,,30488
798,1524,93,5,29574
799,3937,53,3,16483
800,4064,43,2,12298
801,2353,88,5,25608
802,8825,104,,34008
803,4695,81,3,31347
804,7678,51,3,11526
805,6976,118,,26786
806,5924,55,2,18260
807,6518,119,5,32487
808,871,76,,29716
809,2332,124,5,31124
810,7437,80,3,24640
811,1983,104,,22672
812,1180,55,2,15125
813,5485,128,5,38144
814,6887,67,,15745
815,1037,77,4,19481
816,5806,56,2,21000
817,7442,102,6,39066
818,8712,56,3,18256
819,5447,115,,31855
820,1499,54,3,19440
821,6729,129,,48246
822,436,80,5,28560
823,78,72,3,20736
824,100,123,6,47355
825,7507,66,3,14322
826,3481,56,,15680
827,2560,53,2,15423
828,6383,41,2,13981
829,7069,35,2,10325
830,1647,32,2,8992
831,1794,49,2,15876
832,9294,88,5,25256
833,4057,104,4,22048
834,6140,54,2,13716
835,486,76,3,22344
836,6256,75,5,29700
837,8729,128,5,40704
838,6656,38,2,11438
839,2371,71,4,22081
840,1695,69,2,19872
841,2851,56,3,14784
842,6207,125,5,38000
843,9601,97,4,19400
844,5641,102,,28356
845,2550,58,2,13224
846,5274,102,6,38964
847,7540,84,3,26460
848,2428,52,2,14664
849,9280,34,1,9724
850,3572,77,5,21560
851,8674,94,5,27166
852,4500,63,3,15183
853,1388,109,4,43491
854,8672,99,4,29403
855,3977,67,4,14539
856,456,102,6,28968
857,9665,62,2,17980
858,4964,95,4,32205
859,1639,101,5,36865
860,8571,81,3,29160
861,5122,122,5,28304
862,1637,82,4,30750
863,6160,84,5,18228
864,2871,100,4,24700
865,7408,50,2,17700
866,3489,129,5,37926
867,4844,128,,33280
868,9309,106,4,23426
869,8869,68,2,15980
870,7672,52,2,13000
871,542,99,,37323
872,2064,95,5,32965
873,3745,112,5,22512
874,7724,125,7,36625
875,0,111,5,42291
876,5163,118,7,24780
877,30,112,4,23184
878,539,48,2,16128
879,8494,129,8,51471
880,4562,110,6,41250
881,4694,35,2,13860
882,2399,102,4,24582
883,4295,40,1,8840
884,4352,42,1,16590
885,4755,119,5,27132
886,1858,59,3,15576
887,3160,108,5,26028
888,3631,66,,20196
889,4670,84,5,24780
890,1340,94,5,26602
891,1364,103,4,22454
892,3101,44,,13508
893,8667,32,2,12736
894,1442,86,4,32336
895,950,73,3,24236
896,2609,101,6,33734
897,6159,53,2,18285
898,402,120,7,29520
899,4932,54,2,17550
900,2766,79,3,19908
901,131,114,7,29070
902,2130,49,2,13377
903,3915,55,2,21285
904,2807,82,3,24108
905,1725,107,4,24075
906,99,106,7,36040
907,8797,90,3,33300
908,2485,129,5,39861
909,1473,68,4,14688
910,853,62,,23498
911,5748,49,2,18963
912,6200,63,3,20538
913,5565,59,3,20886
914,7652,73,3,20221
915,8374,68,2,16660
916,9786,106,6,22048
917,2017,125,5,38875
918,2860,98,,39102
919,3900,76,3,26144
920,1597,54,2,20412
921,7986,102,4,27030
922,3574,73,3,24601
923,4565,90,5,20160
924,8047,83,3,20418
925,6524,104,,29224
926,7119,84,5,21672
927,1963,79,4,23858
928,3984,51,2,15861
929,3920,107,5,26750
930,1842,97,6,35502
931,9426,75,3,23700
932,8586,50,2,11250
933,9536,62,2,13640
934,415,61,2,22875
935,524,120,7,32400
936,2319,66,3,24816
937,6068,71,3,14626
938,8616,83,4,23489
939,430,116,5,43152
940,7822,74,3,20720
941,8546,89,4,29459
942,5551,61,4,22631
943,6027,125,5,38750
944,9245,57,3,17613
945,7991,48,2,15312
946,86,108,4,42552
947,4601,90,,20610
948,4832,111,5,36297
949,8813,87,3,21837
950,5509,35,,10745
951,172,52,2,20020
952,469,51,,14025
953,2412,57,3,16188
954,5723,46,2,17526
955,4291,89,4,33286
956,2305,121,7,34485
957,6252,45,2,17415
958,5377,77,4,16247
959,7624,84,3,22512
960,8793,110,,36740
961,8423,97,5,33950
962,8052,52,2,14352
963,181,118,,42716
964,6645,125,6,41250
965,8065,69,3,15318
966,4169,97,5,29585
967,6424,97,,38412
968,1382,63,3,20853
969,2666,76,5,27968
970,4082,86,4,22446
971,1681,67,3,24053
972,6685,126,5,46116
973,5697,38,2,11552
974,696,63,,17073
975,8506,65,3,18395
976,2207,61,2,14213
977,8013,126,5,50148
978,9450,37,1,10212
979,7786,43,2,9632
980,425,46,,17296
981,3766,33,1,7458
982,4124,100,4,34600
983,7538,86,,25284
984,2991,113,4,34691
985,9688,113,6,25877
986,3697,97,5,21631
987,3572,118,,23600
988,7254,94,4,23876
989,5480,128,,35712
990,1952,79,,24490
991,1046,62,2,21886
992,1035,126,5,25326
993,4473,116,6,38280
994,5267,104,4,38792
995,9930,51,2,10506
996,1202,105,6,36960
997,4255,70,4,22820
998,1962,79,4,17380
999,4589,120,6,31080
1000,306,107,7,41730
1001,669,86,5,18490
1002,4814,121,5,25652
1003,3008,124,6,45012
1004,2931,96,6,30336
1005,2854,106,5,36464
1006,2986,94,3,37130
1007,2378,40,2,12920
1008,8478,117,5,27144
1009,8023,79,5,17538
1010,8703,86,4,28380
1011,8429,48,2,17952
1012,3316,109,5,35643
1013,342,95,5,20710
1014,4752,119,6,42602
1015,1482,87,4,26709
1016,8317,39,2,10530
1017,4563,50,2,10550
1018,3416,39,2,11076
1019,6340,47,1,10387
1020,2637,47,2,16356
1021,1585,127,7,28194
1022,998,45,2,14175
1023,7261,48,2,14736
1024,3312,104,6,35672
1025,7247,32,2,11680
1026,841,74,3,23902
1027,9285,36,1,11988
1028,9123,33,1,10494
1029,6643,52,3,12844
1030,9184,38,2,11932
1031,663,76,3,28196
1032,8901,53,2,14628
1033,1340,52,2,17056
1034,7444,52,2,15600
1035,480,116,,37816
1036,1063,92,3,31372
1037,2304,97,4,25123
1038,4357,104,5,25688
1039,4964,123,5,42804
1040,7810,39,,8151
1041,214,33,1,11022
1042,9235,68,2,16524
1043,1978,40,1,13160
1044,1502,112,4,27776
1045,6653,71,4,25205
1046,7739,63,3,14238
1047,5002,37,1,11581
1048,6234,48,2,15312
1049,4351,65,4,22360
1050,9990,77,3,22253
1051,237,51,3,10404
1052,9330,61,3,16043
1053,2221,38,1,11210
1054,7471,36,1,10440
1055,80,42,1,14616
1056,2048,80,3,22240
1057,6496,95,6,34390
1058,6836,121,6,25652
1059,1536,40,2,15120
1060,2429,89,4,30794
1061,2472,50,2,11200
1062,1266,34,1,12206
1063,5633,97,5,21825
1064,6716,35,1,11340
1065,8653,121,5,35816
1066,9766,47,2,13583
1067,4997,72,3,23976
1068,4399,99,,25641
1069,5883,81,5,20898
1070,8142,88,3,24112
1071,6724,51,2,14433
1072,6438,107,7,30067
1073,6274,117,5,39078
1074,555,61,2,22143
1075,4621,68,4,19108
1076,8882,84,4,26292
1077,5387,33,1,10263
1078,2439,41,2,12669
1079,7284,35,1,9520
1080,5196,80,4,24720
1081,4033,57,2,15162
1082,2546,50,3,19750
1083,3507,68,4,18360
1084,7523,59,,13157
1085,6444,124,6,31992
1086,6297,127,,42037
1087,4902,100,5,20000
1088,9872,32,1,10496
1089,503,59,3,19352
1090,7776,31,1,6293
1091,1461,59,3,15517
1092,6754,116,,37236
1093,8772,79,4,21330
1094,9893,47,1,12502
1095,7258,81,4,17010
1096,6780,30,1,7860
1097,5129,36,2,12420
1098,8095,89,4,19491
1099,4249,104,4,34736
1100,1567,87,3,26970
1101,1134,32,1,7712
1102,9275,100,5,27300
1103,7653,120,5,39960
1104,5650,39,1,7917
1105,5569,58,3,20996
1106,2483,57,3,11685
1107,6902,111,4,25308
1108,4646,72,4,22464
1109,8893,69,3,21459
1110,684,118,5,38586
1111,2382,102,5,38556
1112,3361,118,6,23718
1113,3475,91,4,30485
1114,3903,94,4,20398
1115,6657,103,5,26265
1116,6890,105,4,21840
1117,6498,51,3,14841
1118,9280,57,2,15960
1119,31,111,5,25863
1120,1878,41,2,11111
1121,9523,93,4,33945
1122,3659,81,3,29160
1123,9374,61,2,15433
1124,3199,44,,17556
1125,5310,106,4,36888
1126,9451,114,5,35568
1127,2020,84,,24948
1128,8174,43,2,13416
1129,8181,35,1,8400
1130,2386,54,3,12852
1131,1127,56,3,20328
1132,2183,48,,10704
1133,8478,61,3,23302
1134,8089,74,4,17168
1135,2122,56,3,18592
1136,5860,70,4,27580
1137,223,87,4,33321
1138,3877,103,4,37595
1139,3692,98,5,26166
1140,1564,71,4,19099
1141,9499,101,4,27775
1142,3218,115,6,31050
1143,376,115,6,29440
1144,2228,50,2,19600
1145,4608,103,5,38419
1146,8336,37,1,11063
1147,767,80,4,22960
1148,3765,120,6,38040
1149,7895,75,3,20250
1150,9350,128,5,35072
1151,7877,67,2,17956
1152,9542,74,3,18426
1153,1838,106,6,39008
1154,6455,116,6,46284
1155,1974,61,,12566
1156,9432,126,7,37548
1157,4313,36,,11916
1158,900,88,5,33000
1159,8033,100,4,39200
1160,3930,112,4,35392
1161,9911,107,4,24182
1162,8475,128,6,49792
1163,6635,35,2,11620
1164,492,71,,19667
1165,8428,122,7,36112
1166,6561,67,3,18961
1167,8975,30,1,7950
1168,9430,54,,10962
