ID,ID_person,Model,Power,Price
80,4117,Subaru,300,3118983
81,2184,BMW,479,2803758
82,8254,Ford,196,1680368
83,567,KIA,250,1634034
84,4297,Toyota,407,3708338
85,5770,Nissan,243,3817998
86,5504,Ford,269,3510559
87,5104,Nissan,120,1113870
88,3952,Audi,193,957508
89,7898,Mercedez-Benz,473,2295870
90,285,BMW,203,691336
91,2189,Audi,,3362438
92,7065,BMW,269,382389
93,3882,Subaru,418,1356279
94,9786,Audi,459,3492758
95,8121,Toyota,179,3005535
96,1242,Subaru,401,3917641
97,8735,Mercedez-Benz,382,794541
98,4790,BMW,470,1527712
99,7523,Ford,,3405810
100,582,Subaru,433,3688317
101,612,Subaru,163,386100
102,2689,KIA,101,482266
103,1845,BMW,104,2175582
104,9731,Nissan,302,3250547
105,576,Subaru,296,1529229
106,3767,Infiniti,386,3938613
107,8316,Ford,331,359424
108,4100,KIA,207,1004801
109,475,LADA,292,2481700
110,2171,Daewoo,394,2200558
111,6028,LADA,72,638657
112,1266,LADA,246,2679280
113,3563,Toyota,90,1177747
114,6532,Infiniti,150,1526391
115,8683,Ford,150,3683084
116,456,LADA,360,1023646
117,4375,Ford,152,854929
118,3806,Ford,,1872353
119,8660,Daewoo,129,262875
120,2753,LADA,170,1801534
121,1051,Toyota,293,2579035
122,563,Toyota,,3016776
123,8572,Audi,,2333153
124,3921,KIA,226,1897650
125,7950,LADA,415,1766407
126,8553,Audi,213,3102944
127,8972,Daewoo,184,2643104
128,2700,Subaru,473,1233142
129,3556,Audi,,1555107
130,4900,KIA,475,1377675
131,8631,KIA,150,291978
132,9889,LADA,,2302716
133,2953,Mercedez-Benz,157,3665800
134,2951,Audi,127,1870367
135,1356,Audi,376,3366966
136,6011,Subaru,,3431268
137,1393,BMW,,3433831
138,1701,Ford,468,3405702
139,8646,Audi,329,200527
140,8067,Ford,118,3856993
141,3882,BMW,133,295130
142,5132,KIA,332,3507706
143,2222,Audi,329,3772960
144,6430,Ford,107,2612089
145,5801,Ford,359,642572
146,7251,Daewoo,142,778220
147,8699,Daewoo,424,343735
148,728,LADA,477,3023150
149,3339,Toyota,304,3573844
150,2420,KIA,,3547975
151,1755,Nissan,165,3646861
152,8579,Subaru,410,3804179
153,9092,Nissan,144,1588043
154,1895,Audi,328,2262094
155,2754,BMW,497,1645796
156,4085,Mercedez-Benz,109,1751459
157,7765,KIA,476,1469235
158,9281,Subaru,227,2711027
159,6499,Nissan,243,1050709
160,3430,Ford,490,1080133
161,4862,Ford,119,875637
162,7402,Audi,447,2880707
163,1851,BMW,208,3065777
164,2843,Audi,393,3913804
165,642,Mercedez-Benz,254,1158788
166,3780,Daewoo,199,2612587
167,3393,Nissan,,3075211
168,8505,Audi,275,1388649
169,5586,KIA,329,1978532
170,8913,Subaru,137,2525536
171,7449,Nissan,,2463038
172,1755,Nissan,161,2369129
173,1227,Toyota,132,3582804
174,647,Toyota,126,737166
175,8982,Audi,342,2920140
176,1825,Mercedez-Benz,198,505099
177,2907,Ford,435,3102194
178,1682,BMW,297,2847731
179,8004,LADA,465,893707
180,5645,Daewoo,454,2103970
181,8574,KIA,256,2950335
182,1509,Nissan,115,393354
183,918,Daewoo,482,1347000
184,1910,BMW,,3837898
185,9617,LADA,383,2050028
186,8906,Daewoo,247,3141004
187,9619,BMW,135,3767528
188,5140,Nissan,115,2228730
189,7134,Nissan,168,532826
190,2932,KIA,,2265619
191,3461,Daewoo,417,2481318
192,388,LADA,490,1591351
193,6878,Subaru,399,1019060
194,4920,Mercedez-Benz,,1271125
195,4536,Mercedez-Benz,382,2975446
196,4939,Toyota,193,1510705
197,1011,Mercedez-Benz,321,2453768
198,5877,Nissan,384,1986892
199,8895,BMW,331,946074
200,9877,Daewoo,126,2129681
201,3040,Nissan,495,1587753
202,2096,Nissan,105,2123320
203,5045,Daewoo,,2395758
204,1118,KIA,83,3624836
205,138,Nissan,168,483186
206,8999,Audi,426,2411273
207,1542,Mercedez-Benz,405,2145210
208,445,LADA,105,2571020
209,3357,LADA,462,1029658
210,8310,Nissan,297,1940296
211,3409,Toyota,,2964315
212,6375,KIA,432,1894904
213,408,LADA,114,3844289
214,4892,Subaru,,1554699
215,7094,Infiniti,337,2799479
216,4866,Audi,353,472991
217,4714,Subaru,144,3500648
218,1400,BMW,78,3289775
219,8037,LADA,339,389959
220,5520,Audi,177,2782973
221,2961,Audi,,2513017
222,6562,Infiniti,490,532427
223,4872,LADA,401,3775445
224,8978,Infiniti,85,1474229
225,1154,Toyota,464,2867163
226,1170,Audi,244,2599515
227,72,Ford,480,881730
228,8647,Ford,274,1185491
229,6518,Mercedez-Benz,184,1685598
230,2909,LADA,386,2494773
231,2,Toyota,146,1129081
232,1710,LADA,239,3255800
233,3616,BMW,265,388548
234,3853,Nissan,108,3337251
235,6936,Nissan,280,2836472
236,7931,Toyota,214,1536505
237,2080,Toyota,272,2790603
238,1855,Toyota,,2851464
239,9832,Subaru,191,336427
240,3286,BMW,110,1073402
241,5230,Subaru,140,3650702
242,6166,Daewoo,,931314
243,2564,LADA,70,673339
244,9874,Subaru,161,993500
245,8548,Daewoo,311,1618008
246,9428,KIA,117,3983407
247,6399,Toyota,309,3019178
248,3720,Mercedez-Benz,233,2098473
249,5166,Ford,,3906388
250,7579,Mercedez-Benz,265,1607585
251,7555,Nissan,,1653610
252,3166,Toyota,224,2963907
253,4389,Mercedez-Benz,89,3383252
254,7651,Ford,212,3845295
255,5276,Subaru,,570536
256,5011,LADA,79,2808399
257,7701,BMW,190,2948541
258,4180,BMW,494,3097357
259,9465,Audi,,1979409
260,1054,Subaru,108,2384630
261,2730,Toyota,340,2682766
262,5288,Toyota,132,744225
263,7337,Subaru,471,1241519
264,3734,Nissan,493,2160641
265,3452,Audi,403,2266039
266,5331,Nissan,295,1513601
267,8079,BMW,313,1986597
268,4621,Daewoo,107,2799999
269,6254,Nissan,469,533631
270,9290,BMW,242,1322946
271,2619,Subaru,392,3867678
272,9120,LADA,208,2295527
273,360,KIA,438,3682987
274,4353,Mercedez-Benz,,3932628
275,1738,Audi,213,2580270
276,235,Mercedez-Benz,157,2529720
277,4263,KIA,427,3250566
278,368,Toyota,377,2912690
279,9175,Audi,360,2724263
280,844,Ford,398,3388959
281,5785,Infiniti,265,3876621
282,1316,Infiniti,493,1661261
283,3108,Toyota,225,747196
284,3762,Subaru,434,736186
285,2383,Ford,405,2330912
286,5364,LADA,388,3443665
287,3174,Audi,208,3123997
288,5969,Subaru,79,2013344
289,1015,Mercedez-Benz,165,2532546
290,5302,Audi,,3853792
291,5653,Ford,343,3297084
292,6539,Nissan,119,1295644
293,6461,Subaru,,1733586
294,32,Audi,213,1987054
295,3204,Daewoo,444,1510990
296,6493,Infiniti,363,577815
297,7170,Daewoo,341,3069585
298,6880,Daewoo,317,792344
299,7193,KIA,405,3731520
300,6165,BMW,484,2751978
301,299,Daewoo,316,1515651
302,2674,BMW,232,2202962
303,2573,Audi,467,1288649
304,354,Ford,284,3855098
305,6116,Subaru,173,1717762
306,2054,BMW,361,3450202
307,3964,KIA,491,1537426
308,7239,Audi,302,3899998
309,2572,LADA,401,1992286
310,2526,Ford,375,3798486
311,9582,Ford,177,2938443
312,4299,KIA,448,3948928
313,8046,Infiniti,117,3648269
314,1737,BMW,257,2632724
315,2301,Audi,386,1901905
316,3540,BMW,307,2452160
317,1123,Ford,95,2847854
318,9460,KIA,360,2750573
319,1080,Toyota,208,325821
320,136,LADA,304,3636097
321,6757,Subaru,280,1793932
322,5899,KIA,79,3757063
323,7028,KIA,345,965531
324,7993,Subaru,225,1570889
325,5900,KIA,,1555473
326,1798,KIA,389,1934668
327,6197,Subaru,281,1072901
328,5817,Infiniti,483,1674589
329,2339,Audi,157,3933226
330,5947,KIA,211,3466521
331,8414,Audi,480,549172
332,7947,Audi,239,3071970
333,9435,Toyota,248,2163262
334,5031,KIA,208,3177963
335,8877,Ford,412,500015
336,9945,Audi,227,3807254
337,7761,Nissan,463,725188
338,3734,Ford,378,2602022
339,2806,Nissan,331,2129335
340,5660,Infiniti,102,3325266
341,4076,Mercedez-Benz,288,3430486
342,6367,Toyota,,363151
343,2358,Daewoo,,3117817
344,8189,Daewoo,87,422401
345,3782,Mercedez-Benz,436,1674730
346,8998,LADA,279,633073
347,8807,Nissan,242,252749
348,3468,Nissan,121,286762
349,2176,Subaru,447,1390822
350,1629,Audi,170,1169875
351,2044,LADA,367,1491533
352,7950,KIA,152,1609466
353,1686,Audi,196,2721020
354,4860,LADA,184,1483258
355,4221,Mercedez-Benz,359,3699025
356,9035,Nissan,392,1868560
357,9657,Subaru,,609359
358,4717,KIA,267,3331661
359,1259,Mercedez-Benz,75,434101
360,698,Daewoo,311,2884698
361,7916,KIA,377,3611980
362,5871,Subaru,187,2899987
363,4277,Daewoo,346,2127106
364,6059,KIA,412,3136600
365,788,Subaru,150,2988304
366,2934,Infiniti,373,3221318
367,5397,Toyota,392,1788744
368,5920,BMW,,1771845
369,7733,Subaru,182,2835695
370,34,KIA,358,836000
371,8348,Daewoo,329,2804923
372,2887,Audi,243,3952137
373,7929,BMW,174,3252145
374,2536,Audi,225,387505
375,5177,Nissan,491,2461280
376,6741,Toyota,232,2300539
377,9393,Infiniti,341,1281835
378,7338,Nissan,146,2823735
379,2482,Infiniti,166,2454066
380,1909,Infiniti,327,3819653
381,9041,Ford,327,1458960
382,4415,Ford,313,2206910
383,2776,Subaru,124,3332842
384,2148,Audi,84,2544017
385,1263,Mercedez-Benz,444,1842934
386,1009,Toyota,91,3038049
387,1887,Nissan,,2316807
388,9006,Nissan,,1148578
389,868,LADA,399,614474
390,2144,Ford,354,2711918
391,9074,BMW,90,2054161
392,5575,Audi,286,2058063
393,6353,Daewoo,,3103134
394,5705,Audi,,3080173
395,2327,Mercedez-Benz,361,362784
396,3158,Subaru,,1980037
397,1732,LADA,,2993876
398,6028,LADA,470,1119073
399,2350,Toyota,485,2990909
400,3613,Ford,184,2882586
401,6340,Ford,,3742647
402,8528,Infiniti,123,3495609
403,8126,Daewoo,378,464088
404,5718,Ford,205,2271596
405,3988,KIA,258,3282905
406,5266,Daewoo,147,2739429
407,2353,Nissan,,2071012
408,8445,LADA,446,2746638
409,2442,KIA,375,1176255
410,534,Infiniti,464,1080035
411,7773,KIA,373,1164311
412,7129,Toyota,361,243376
413,7539,Toyota,,772095
414,9171,Infiniti,366,2912899
415,3352,Audi,141,2757591
416,8698,BMW,418,287801
417,7033,BMW,355,2026554
418,8690,KIA,196,2748887
419,6698,Nissan,281,446197
420,8515,Subaru,342,1979126
421,2710,Infiniti,490,3945661
422,4970,Audi,334,333873
423,718,BMW,461,2882251
424,6799,Ford,237,1531800
425,272,LADA,353,3905216
426,9870,Nissan,436,3763618
427,3378,Nissan,255,3082815
428,1260,Daewoo,432,2811773
429,3036,Infiniti,227,972246
430,5497,Audi,181,373131
431,4525,Ford,257,3552177
432,1032,Ford,138,3323318
433,4530,Mercedez-Benz,261,3011889
434,1978,BMW,87,819434
435,9550,LADA,413,1058314
436,3244,Toyota,227,1865046
437,7240,KIA,197,2974508
438,6875,Infiniti,470,888780
439,2960,Toyota,253,3957577
440,3677,Audi,,512100
441,7377,KIA,486,2389462
442,1481,Audi,186,2833510
443,1452,Daewoo,149,2310893
444,3892,Infiniti,344,3967536
445,7700,Daewoo,265,996431
446,5513,Audi,450,418776
447,8175,Nissan,152,453822
448,3598,Ford,229,1714677
449,4974,Toyota,87,3181900
450,2255,LADA,71,275415
451,225,KIA,284,3862201
452,1248,Mercedez-Benz,301,705559
453,636,Audi,278,3644600
454,7686,Nissan,405,3887223
455,2496,Daewoo,302,1493578
456,9593,Toyota,108,727804
457,1961,Nissan,191,239840
458,5596,KIA,494,1046314
459,6596,Mercedez-Benz,352,3397340
460,5971,BMW,73,617811
461,8141,BMW,102,924305
462,9304,Subaru,227,3480974
463,3656,LADA,217,3075138
464,1706,Audi,245,3834635
465,6433,Daewoo,414,1894385
466,6238,KIA,482,3722486
467,8255,Ford,179,3080219
468,3472,Infiniti,357,3629592
469,4078,Daewoo,246,2986915
470,3567,KIA,474,1754862
471,1350,LADA,162,2201588
472,4816,Infiniti,126,1466992
473,5140,Nissan,444,1711756
474,4757,KIA,99,2101478
475,7872,Daewoo,249,2762638
476,7645,Audi,125,1851299
477,9274,LADA,404,501074
478,373,Mercedez-Benz,319,567950
479,8716,Nissan,,2503686
480,9838,Toyota,,781909
481,7426,KIA,201,2816588
482,4684,Infiniti,100,233683
483,4057,Ford,327,3042286
484,7613,Mercedez-Benz,107,503837
485,155,Mercedez-Benz,359,3981714
486,487,Nissan,268,1673318
487,2167,Toyota,492,2450137
488,9598,BMW,498,2452493
489,8449,LADA,211,1225017
490,8479,Mercedez-Benz,340,2467584
491,3762,Toyota,79,3517926
492,1605,LADA,424,2249100
493,1583,BMW,456,2435896
494,1103,Daewoo,396,1705567
495,915,Subaru,473,1582978
496,4633,BMW,127,1967554
497,7295,Subaru,426,596794
498,8948,Infiniti,71,1400815
499,4985,Mercedez-Benz,437,1548528
500,5357,Infiniti,162,3601041
501,9939,Daewoo,150,2197324
502,7753,Daewoo,213,1588451
503,3776,Ford,223,2459014
504,8497,LADA,289,2723709
505,796,KIA,358,2597749
506,5721,KIA,333,3287843
507,4166,LADA,295,2673404
508,5040,Infiniti,148,2381784
509,1202,Daewoo,412,3363556
510,1003,KIA,102,3472929
511,3447,Mercedez-Benz,96,1448171
512,7977,Nissan,115,1107906
513,4271,Ford,84,3173592
514,4799,Mercedez-Benz,385,3622458
515,9034,Audi,353,2734832
516,7409,LADA,285,2734745
517,8278,Toyota,298,1774343
518,5242,Audi,390,3487200
519,4851,Toyota,380,3639234
520,5057,Daewoo,,3625589
521,3024,KIA,328,825244
522,6989,Daewoo,273,2175401
523,2685,Infiniti,155,2140696
524,9116,Audi,324,1393313
525,8119,Mercedez-Benz,248,3212731
526,316,BMW,,2464024
527,2461,Toyota,82,3401390
528,7820,KIA,274,1651361
529,1239,Daewoo,316,2477746
530,7529,Toyota,73,1718987
531,1217,Infiniti,128,1622872
532,8258,KIA,316,1586590
533,9513,Infiniti,,443834
534,3857,Ford,496,2917039
535,3398,Nissan,208,3871893
536,3556,Subaru,195,1389391
537,8812,Mercedez-Benz,118,2971410
538,6934,Audi,427,1844256
539,5901,Audi,328,1836491
540,9652,Audi,,379462
541,6734,Daewoo,212,2517060
542,5791,Subaru,228,3807845
543,9053,Infiniti,164,965780
544,1140,Nissan,295,2831210
545,8358,Daewoo,147,1544684
546,9051,BMW,310,3692993
547,2909,BMW,223,3687980
548,209,Infiniti,,2020758
549,5569,Ford,245,3136921
550,3576,Subaru,440,3225284
551,2213,Nissan,443,2269924
552,3731,Subaru,330,1552573
553,9216,Toyota,332,1618828
554,4044,BMW,492,2056993
555,7049,Subaru,411,3461226
556,6435,BMW,225,1714525
557,5205,Subaru,443,3116167
558,2278,Infiniti,171,870884
559,8911,Toyota,172,2833957
560,5619,Audi,74,1734800
561,9486,Ford,87,2242776
562,6305,Audi,408,1535069
563,6240,Nissan,,303032
564,9121,Infiniti,272,1836289
565,3493,Audi,490,3932111
566,8246,Infiniti,356,287579
567,3944,Daewoo,,958831
568,3914,Infiniti,308,2056286
569,2881,Subaru,439,609753
570,942,Mercedez-Benz,376,3549000
571,5035,LADA,306,2256494
572,8422,Ford,248,3382366
573,9096,Audi,359,2900457
574,8169,Nissan,325,2878910
575,2040,Toyota,229,2456482
576,874,Audi,291,506832
577,12,LADA,291,1229286
578,7753,LADA,192,1257322
579,8235,KIA,311,749154
580,6935,Audi,114,1253174
581,818,Ford,217,3535403
582,1401,Mercedez-Benz,496,2647042
583,4740,Infiniti,280,3807103
584,4663,KIA,392,1239417
585,1805,KIA,425,2894467
586,1912,BMW,201,3269480
587,5696,KIA,248,3860534
588,56,Nissan,,1483125
589,1516,Mercedez-Benz,110,1398147
590,2558,Audi,163,3865450
591,7316,Mercedez-Benz,409,2575236
592,1097,Nissan,293,1751042
593,358,Nissan,310,3452306
594,4671,Infiniti,435,2363136
595,6623,Daewoo,403,281131
596,7565,KIA,380,1295537
597,58,Daewoo,496,1582844
598,5469,Infiniti,264,422927
599,2750,Subaru,496,1293083
600,3232,Daewoo,443,341765
601,5296,Toyota,76,607239
602,7105,Toyota,,1911633
603,5710,Mercedez-Benz,112,2744514
604,1277,Audi,135,2124870
605,5247,KIA,392,1669403
606,7718,Daewoo,185,1383114
607,6150,Mercedez-Benz,,2030540
608,4472,Infiniti,479,3858554
609,7034,KIA,,3781350
610,6506,Nissan,222,2481576
611,7348,BMW,383,3647526
612,5270,Audi,141,1774845
613,6258,Ford,408,569040
614,172,Audi,,1179004
615,305,Toyota,180,1285618
616,5897,BMW,212,845496
617,2587,Subaru,304,2086317
618,1873,Daewoo,441,1094616
619,7749,KIA,139,1703792
620,8349,KIA,426,1929906
621,8283,KIA,382,3934422
622,7060,Audi,,1474856
623,3220,Infiniti,350,3181772
624,7011,KIA,158,2697546
625,4064,Mercedez-Benz,437,324991
626,5886,Infiniti,470,842199
627,9997,BMW,,3331127
628,211,KIA,146,865776
629,4151,LADA,375,1992148
630,8699,Daewoo,245,2261698
631,6018,Ford,222,2053922
632,4972,BMW,,816452
633,7704,LADA,277,2288960
634,2695,BMW,460,1687634
635,5207,Audi,348,3821046
636,7452,Daewoo,286,1436181
637,1879,Toyota,304,3188637
638,53,KIA,263,3964095
639,7316,Nissan,157,3115290
640,8484,Subaru,433,483912
641,7707,Daewoo,,2940321
642,6058,Audi,194,1396860
643,7392,Nissan,396,914821
644,5388,Subaru,238,1826219
645,6650,Audi,468,1110424
646,9564,KIA,407,2252896
647,1692,KIA,322,3289648
648,7738,Mercedez-Benz,230,2738365
649,5370,Ford,207,3484576
650,3945,Ford,,2515989
651,8608,Infiniti,237,3056788
652,6502,Audi,391,2871304
653,7028,Mercedez-Benz,99,729066
654,7051,KIA,263,2384216
655,3298,Nissan,402,3576437
656,4488,Daewoo,143,3317824
657,3312,Nissan,473,1524081
658,4019,Ford,86,3315388
659,6330,Ford,,480718
660,6819,BMW,332,3551348
661,8384,Nissan,455,2963518
662,4880,Mercedez-Benz,,3979174
663,2611,LADA,235,833925
664,9673,LADA,230,2130936
665,4095,Daewoo,494,653250
666,8739,Audi,371,2436272
667,967,KIA,241,1131201
668,281,Toyota,363,681479
669,5109,KIA,440,3670141
670,8233,Infiniti,111,1471550
671,1933,Mercedez-Benz,278,825527
672,7428,BMW,86,3064178
673,1241,Daewoo,497,248798
674,9203,Toyota,188,2348609
675,4575,Audi,,2061275
676,3643,Subaru,234,374802
677,412,Audi,,1761815
678,6198,Daewoo,121,2100628
679,4384,Nissan,414,3367766
680,2337,Infiniti,259,2226832
681,808,Toyota,150,2054006
682,1903,Mercedez-Benz,,2011491
683,9084,Toyota,364,1420199
684,2244,KIA,259,808801
685,8754,Mercedez-Benz,254,2758715
686,5298,Mercedez-Benz,178,2016340
687,9734,Ford,200,2155115
688,591,Toyota,183,2170432
689,4456,Ford,281,1302283
690,5040,BMW,165,3356702
691,4076,Infiniti,377,3654355
692,7199,BMW,440,2109090
693,5591,Subaru,88,347292
694,9369,BMW,279,1716962
695,2875,Infiniti,331,3489697
696,6690,Ford,413,2951228
697,4055,Subaru,214,2180529
698,8230,LADA,274,2246948
699,3174,Ford,473,3483701
700,7012,Ford,368,3478158
701,7969,Mercedez-Benz,451,2405753
702,4883,LADA,331,1314779
703,4671,Nissan,212,3054699
704,8378,Toyota,86,3932753
705,4132,Toyota,367,1804700
706,4110,Infiniti,246,3234301
707,3906,Toyota,90,2604144
708,9175,Ford,,2685341
709,8187,Nissan,312,1114018
710,5813,Nissan,382,822572
711,5357,Ford,180,2566430
712,4340,Audi,194,950589
713,6451,Toyota,248,3076879
714,4835,Nissan,167,1833500
715,8456,LADA,467,1479644
716,9925,Subaru,216,2419678
717,4299,Mercedez-Benz,105,3660463
718,7020,LADA,369,2002491
719,2582,KIA,317,835056
720,1587,BMW,,1677026
721,1179,KIA,254,578326
722,6131,Subaru,274,3093791
723,4735,Ford,346,2082631
724,8566,Toyota,342,3171172
725,5337,LADA,241,1563700
726,4247,Audi,345,1181358
727,700,Nissan,72,2993214
728,2094,Mercedez-Benz,,3159150
729,7396,BMW,256,993450
730,5498,Daewoo,93,324863
731,8577,LADA,425,3748779
732,8237,Daewoo,464,859147
733,9387,KIA,182,2409538
734,3577,Audi,,2749607
735,9935,Nissan,84,2525556
736,9156,BMW,,3753903
737,594,Nissan,,790331
738,366,BMW,123,1635627
739,7956,Infiniti,393,2119064
740,9754,Subaru,,2341123
741,8321,Mercedez-Benz,153,2147306
742,240,Audi,90,1926955
743,7439,Toyota,,1166370
744,6699,Mercedez-Benz,,1491007
745,8766,LADA,325,3945794
746,8718,BMW,442,1362952
747,9817,Audi,424,361059
748,9116,BMW,326,572965
749,1135,KIA,,923303
750,8330,Mercedez-Benz,280,3709204
751,7882,Ford,254,2806326
752,9306,Toyota,374,3162186
753,7698,KIA,186,3586083
754,74,Mercedez-Benz,460,2558436
755,4291,BMW,338,2676853
756,444,BMW,478,1846938
757,1893,Audi,291,3276794
758,4110,Ford,104,2990831
759,2109,BMW,75,2260594
760,3753,Audi,154,2142578
761,5418,Infiniti,320,342801
762,3624,Toyota,290,449573
763,3452,KIA,300,2168248
764,1600,BMW,427,2881687
765,5904,Infiniti,436,2385236
766,8421,BMW,214,916414
767,253,Audi,112,2488470
768,1196,Toyota,363,1219582
769,3575,BMW,139,2565608
770,3742,Ford,147,2942679
771,3315,Audi,338,2917843
772,1017,Audi,201,1893866
773,2587,LADA,254,1846822
774,1272,LADA,230,1558617
775,5103,Nissan,81,2645438
776,416,Ford,,1545661
777,4616,LADA,213,1398152
778,8705,Nissan,151,3016194
779,5639,Audi,319,3829438
780,4428,Subaru,190,2610419
781,5954,Mercedez-Benz,207,3174846
782,3499,Daewoo,178,1283044
783,834,Subaru,203,2206175
784,551,KIA,327,849288
785,8560,Toyota,117,3602068
786,801,Nissan,470,3750870
787,850,Daewoo,189,1034726
788,6181,Toyota,454,3346176
789,2040,Subaru,331,2016682
790,6835,Toyota,363,1644387
791,7669,LADA,455,2129186
792,1670,Daewoo,128,485300
793,8087,Audi,105,2626085
794,7900,Ford,115,248917
795,2759,Audi,363,2289247
796,7363,Infiniti,104,874815
797,4261,BMW,292,2761557
798,3071,BMW,458,604054
799,2011,Daewoo,467,2128830
800,331,KIA,282,1459598
801,6500,Audi,124,3061413
802,277,KIA,359,3392813
803,2034,Infiniti,165,2985206
804,8372,Subaru,170,3925783
805,4142,BMW,91,1791100
806,5363,Ford,451,1644164
807,3558,Infiniti,204,3269066
808,2862,Subaru,207,1350358
809,5190,LADA,,1577267
810,175,Daewoo,185,1676076
811,8854,Ford,444,2783925
812,642,Audi,140,2319767
813,5380,Toyota,200,3042386
814,6350,Nissan,423,1233169
815,6157,Infiniti,364,3495787
816,5319,Infiniti,361,3208037
817,8972,Mercedez-Benz,79,3076695
818,9720,Toyota,233,2126588
819,1001,Nissan,205,577802
820,5452,Ford,317,1644218
821,4013,Mercedez-Benz,108,2753362
822,5575,LADA,130,1525765
823,6847,LADA,233,2004827
824,377,LADA,98,840761
825,7730,Subaru,201,3156134
826,2704,BMW,217,3146489
827,4095,Infiniti,302,270884
828,7592,Subaru,,276863
829,7761,Ford,471,1456044
830,7619,BMW,345,1983649
831,3530,Toyota,108,2418931
832,4116,KIA,267,848119
833,1851,KIA,210,485254
834,2079,Audi,85,2503439
835,9263,Ford,,2293910
836,657,LADA,330,576705
837,2664,KIA,131,2435711
838,1997,Toyota,341,3753166
839,8945,Ford,409,3948186
840,9439,LADA,210,1115053
841,7329,Ford,,721193
842,6215,BMW,73,2099527
843,9362,Subaru,363,1728260
844,4952,Nissan,278,288413
845,7977,Daewoo,370,509105
846,5484,Toyota,339,1183440
847,5695,Mercedez-Benz,422,876901
848,620,Ford,372,3638013
849,851,Toyota,268,853547
850,3539,Mercedez-Benz,423,3343904
851,7225,BMW,104,1328736
852,5936,Toyota,78,377968
853,4892,Mercedez-Benz,,501174
854,504,KIA,,3389264
855,6674,LADA,153,3145636
856,6291,LADA,254,2767472
857,8314,Infiniti,166,3946122
858,3165,Infiniti,211,1261756
859,7548,LADA,243,672603
860,273,LADA,155,2003894
861,9426,Mercedez-Benz,374,2162586
862,6556,KIA,285,1209247
863,437,Audi,457,3794089
864,9541,Ford,82,3494732
865,1533,Nissan,162,443019
866,7368,LADA,412,1245258
867,9920,Ford,264,3691099
868,4998,BMW,,2639633
869,4672,Audi,344,2289628
870,678,Subaru,140,336608
871,1374,Daewoo,304,2954388
872,7236,Infiniti,373,1888309
873,8373,Audi,332,2933239
874,9854,BMW,70,3649779
875,6736,BMW,255,335132
876,6939,KIA,241,2900686
877,9634,BMW,349,3430371
878,9003,BMW,272,1872642
879,3412,Audi,160,420504
880,56,Infiniti,337,1248589
881,405,Infiniti,296,1679627
882,5840,Audi,,271001
883,3262,Subaru,393,2252274
884,7929,Nissan,357,2311313
885,8663,Toyota,492,2334273
886,3586,Subaru,238,3783720
887,8711,Toyota,78,1637331
888,2082,LADA,196,220017
889,1210,Nissan,499,3473380
890,8228,Ford,379,829460
